sample_id,E_01_MULT,E_01_F3_MULT,BC_MULT,CD_MULT,C_01_Ti_MULT,C_08_Ile_MULT,C_09_MULT,C_02_MULT,C_20_MULT,C_26_MULT,C_27_MULT,C_28_MULT,C_29_MULT,DE_0_MULT,G_01_MULT,PERMZ_L1,PERMZ_L2,PERMZ_L3,PERMZ_L5,PERMZ_L6,PERMZ_L7,PERMZ_L8,PERMZ_L9,PERMZ_L10,PERMZ_L11,PERMZ_L12,PERMZ_L13,PERMZ_L14,PERMZ_L15,PERMZ_L16,PERMZ_L17,PERMZ_L18,PERMZ_L19,PERMZ_L20,PERMZ_L21,PERMZ_L22,MULTZ_L1,MULTZ_L15,MULTZ_L18,MULTZ_L20
91,0.01,0.01,0.1,0.1,0.01,0.1,0.1,0.01,0.5011872336272722,0.8890798873221403,0.05011872336272722,1.0,0.1,19.952623149688797,0.05011872336272722,0.19952623149688797,0.039810717055349734,0.251188643150958,0.12589254117941673,0.42734845077682915,0.8049861475963661,0.04021549628887426,0.393957003844774,0.3021259322342811,0.19952623149688797,0.529313184017058,0.9037779170769421,0.1344290584483921,4.613925027017084,0.6309573444801932,0.6309573444801932,0.015848931924611134,0.003981071705534973,0.003981071705534973,0.01,0.01,1.0,0.05011872336272722,0.001,1e-05
92,0.01,0.01,0.1,0.1,0.01,0.1,0.1,0.01,0.5011872336272722,0.056443259875368385,0.05011872336272722,1.0,0.1,19.952623149688797,0.05011872336272722,0.19952623149688797,0.039810717055349734,0.251188643150958,0.12589254117941673,0.08823951016004782,0.4375820336171456,0.6509280328859979,0.15017314199132958,0.20653182283239782,0.19952623149688797,0.050975178109892424,0.7759442914113981,0.07321782306658699,1.5679736307628513,0.6309573444801932,0.6309573444801932,0.015848931924611134,0.003981071705534973,0.003981071705534973,0.01,0.01,1.0,0.05011872336272722,0.001,1e-05
93,0.01,0.01,0.1,0.1,0.01,0.1,0.1,0.01,0.5011872336272722,0.02721547186387296,0.05011872336272722,1.0,0.1,19.952623149688797,0.05011872336272722,0.19952623149688797,0.039810717055349734,0.251188643150958,0.12589254117941673,0.773420201759247,0.529173902090676,0.1289378962962431,0.02603259000836007,0.12917329738761257,0.19952623149688797,0.031062316791375798,0.9140289263665363,0.09965864762130724,0.9055461491097558,0.6309573444801932,0.6309573444801932,0.015848931924611134,0.003981071705534973,0.003981071705534973,0.01,0.01,1.0,0.05011872336272722,0.001,1e-05
94,0.01,0.01,0.1,0.1,0.01,0.1,0.1,0.01,0.5011872336272722,0.07923952084950595,0.05011872336272722,1.0,0.1,19.952623149688797,0.05011872336272722,0.19952623149688797,0.039810717055349734,0.251188643150958,0.12589254117941673,0.2757412242373132,0.2504048356467382,0.13282567503190915,0.4748917898941112,0.030131375944024028,0.19952623149688797,0.017264699322608726,2.36780388214403,0.17726136360927292,1.2083717479493075,0.6309573444801932,0.6309573444801932,0.015848931924611134,0.003981071705534973,0.003981071705534973,0.01,0.01,1.0,0.05011872336272722,0.001,1e-05
95,0.01,0.01,0.1,0.1,0.01,0.1,0.1,0.01,0.5011872336272722,0.01412136239503672,0.05011872336272722,1.0,0.1,19.952623149688797,0.05011872336272722,0.19952623149688797,0.039810717055349734,0.251188643150958,0.12589254117941673,0.2716674262666618,0.05127208957778735,0.6902728850601731,0.07905500198570692,0.2967891668795998,0.19952623149688797,0.7531657548073993,3.5592212343138527,0.7227804121792155,0.4923114357213362,0.6309573444801932,0.6309573444801932,0.015848931924611134,0.003981071705534973,0.003981071705534973,0.01,0.01,1.0,0.05011872336272722,0.001,1e-05
96,0.01,0.01,0.1,0.1,0.01,0.1,0.1,0.01,0.5011872336272722,0.04719040753846765,0.05011872336272722,1.0,0.1,19.952623149688797,0.05011872336272722,0.19952623149688797,0.039810717055349734,0.251188643150958,0.12589254117941673,0.4547600795607742,0.19551006989981415,0.7302523793120995,0.013042044943978646,0.02667300073678383,0.19952623149688797,0.06794964277495259,2.6515348806510874,3.178789337883848,0.11700138457260292,0.6309573444801932,0.6309573444801932,0.015848931924611134,0.003981071705534973,0.003981071705534973,0.01,0.01,1.0,0.05011872336272722,0.001,1e-05
97,0.01,0.01,0.1,0.1,0.01,0.1,0.1,0.01,0.5011872336272722,0.12330686651836818,0.05011872336272722,1.0,0.1,19.952623149688797,0.05011872336272722,0.19952623149688797,0.039810717055349734,0.251188643150958,0.12589254117941673,0.7548705034150345,0.04238879239472931,0.040135084969843006,0.4269708195014016,0.09237777191161249,0.19952623149688797,0.02547651054397977,5.706011023890796,0.08627396972323956,0.19530522765868696,0.6309573444801932,0.6309573444801932,0.015848931924611134,0.003981071705534973,0.003981071705534973,0.01,0.01,1.0,0.05011872336272722,0.001,1e-05
98,0.01,0.01,0.1,0.1,0.01,0.1,0.1,0.01,0.5011872336272722,0.06668767622413332,0.05011872336272722,1.0,0.1,19.952623149688797,0.05011872336272722,0.19952623149688797,0.039810717055349734,0.251188643150958,0.12589254117941673,0.12665734652145919,0.6804906649499333,0.018073137032295364,0.013670977648266283,0.01057590002094392,0.19952623149688797,0.13020703566579817,0.2138577349898483,1.5160962325047873,0.46923293963941576,0.6309573444801932,0.6309573444801932,0.015848931924611134,0.003981071705534973,0.003981071705534973,0.01,0.01,1.0,0.05011872336272722,0.001,1e-05
99,0.01,0.01,0.1,0.1,0.01,0.1,0.1,0.01,0.5011872336272722,0.3292374012355084,0.05011872336272722,1.0,0.1,19.952623149688797,0.05011872336272722,0.19952623149688797,0.039810717055349734,0.251188643150958,0.12589254117941673,0.6486740523029817,0.03333315443644528,0.08806948534846668,0.3133219097014764,0.01578512559007344,0.19952623149688797,0.5463160320588096,0.2461229895044004,4.666557760140506,3.5343118491970835,0.6309573444801932,0.6309573444801932,0.015848931924611134,0.003981071705534973,0.003981071705534973,0.01,0.01,1.0,0.05011872336272722,0.001,1e-05
100,0.01,0.01,0.1,0.1,0.01,0.1,0.1,0.01,0.5011872336272722,0.07307212674805955,0.05011872336272722,1.0,0.1,19.952623149688797,0.05011872336272722,0.19952623149688797,0.039810717055349734,0.251188643150958,0.12589254117941673,0.18411758911309328,0.01324816115210769,0.6360391957700636,0.015513985243601489,0.18639243865341812,0.19952623149688797,0.2886108076832974,0.1268792763958617,0.1452669946812908,0.4068842402436002,0.6309573444801932,0.6309573444801932,0.015848931924611134,0.003981071705534973,0.003981071705534973,0.01,0.01,1.0,0.05011872336272722,0.001,1e-05
101,0.01,0.01,0.1,0.1,0.01,0.1,0.1,0.01,0.5011872336272722,0.04143431799533372,0.05011872336272722,1.0,0.1,19.952623149688797,0.05011872336272722,0.19952623149688797,0.039810717055349734,0.251188643150958,0.12589254117941673,0.05805491386481455,0.13007728667307966,0.01288572516235172,0.02380213805139634,0.010846535899244867,0.19952623149688797,0.018590352459519587,0.13683580630718808,0.2868145760296553,0.236934959659165,0.6309573444801932,0.6309573444801932,0.015848931924611134,0.003981071705534973,0.003981071705534973,0.01,0.01,1.0,0.05011872336272722,0.001,1e-05
102,0.01,0.01,0.1,0.1,0.01,0.1,0.1,0.01,0.5011872336272722,0.679876530120354,0.05011872336272722,1.0,0.1,19.952623149688797,0.05011872336272722,0.19952623149688797,0.039810717055349734,0.251188643150958,0.12589254117941673,0.029447332297089842,0.2220176181706609,0.014061536196479764,0.029277545059312352,0.04600341571457374,0.19952623149688797,0.28067895931061,0.8430907894144585,0.34119411011515477,0.18593451578811937,0.6309573444801932,0.6309573444801932,0.015848931924611134,0.003981071705534973,0.003981071705534973,0.01,0.01,1.0,0.05011872336272722,0.001,1e-05
103,0.01,0.01,0.1,0.1,0.01,0.1,0.1,0.01,0.5011872336272722,0.4342628960311257,0.05011872336272722,1.0,0.1,19.952623149688797,0.05011872336272722,0.19952623149688797,0.039810717055349734,0.251188643150958,0.12589254117941673,0.670254594307064,0.1497948118884938,0.1651825869537349,0.09085887880338321,0.21548235476015223,0.19952623149688797,0.11340456845193893,0.42891541485373363,0.09752610279065925,3.929368832662725,0.6309573444801932,0.6309573444801932,0.015848931924611134,0.003981071705534973,0.003981071705534973,0.01,0.01,1.0,0.05011872336272722,0.001,1e-05
104,0.01,0.01,0.1,0.1,0.01,0.1,0.1,0.01,0.5011872336272722,0.2803064590761967,0.05011872336272722,1.0,0.1,19.952623149688797,0.05011872336272722,0.19952623149688797,0.039810717055349734,0.251188643150958,0.12589254117941673,0.13078486197849817,0.1415837068309304,0.8191773374693768,0.08033178075785449,0.09521246580547477,0.19952623149688797,0.11781721719137848,0.08116118159620236,3.4145229832091823,1.3549427148651216,0.6309573444801932,0.6309573444801932,0.015848931924611134,0.003981071705534973,0.003981071705534973,0.01,0.01,1.0,0.05011872336272722,0.001,1e-05
105,0.01,0.01,0.1,0.1,0.01,0.1,0.1,0.01,0.5011872336272722,0.2450916995441396,0.05011872336272722,1.0,0.1,19.952623149688797,0.05011872336272722,0.19952623149688797,0.039810717055349734,0.251188643150958,0.12589254117941673,0.015199583371161087,0.0948843169581681,0.14958890733186467,0.2047339711510718,0.04104885558782351,0.19952623149688797,0.07317431950803327,4.240776474669935,0.0869926476190139,0.07777963789249297,0.6309573444801932,0.6309573444801932,0.015848931924611134,0.003981071705534973,0.003981071705534973,0.01,0.01,1.0,0.05011872336272722,0.001,1e-05
106,0.01,0.01,0.1,0.1,0.01,0.1,0.1,0.01,0.5011872336272722,0.04094381536664559,0.05011872336272722,1.0,0.1,19.952623149688797,0.05011872336272722,0.19952623149688797,0.039810717055349734,0.251188643150958,0.12589254117941673,0.07654328373316845,0.4947658936738784,0.0814665964024524,0.192867161618686,0.06026920827927839,0.19952623149688797,0.16998135835790137,0.19838009201819626,0.42614731658329424,5.1371001829633745,0.6309573444801932,0.6309573444801932,0.015848931924611134,0.003981071705534973,0.003981071705534973,0.01,0.01,1.0,0.05011872336272722,0.001,1e-05
107,0.01,0.01,0.1,0.1,0.01,0.1,0.1,0.01,0.5011872336272722,0.27321187359231003,0.05011872336272722,1.0,0.1,19.952623149688797,0.05011872336272722,0.19952623149688797,0.039810717055349734,0.251188643150958,0.12589254117941673,0.2614996970081119,0.019171829362600534,0.43875717186908014,0.7015210433398197,0.011987017443249492,0.19952623149688797,0.783108262862198,0.9643978866378481,1.060618236553745,0.9830691384789452,0.6309573444801932,0.6309573444801932,0.015848931924611134,0.003981071705534973,0.003981071705534973,0.01,0.01,1.0,0.05011872336272722,0.001,1e-05
108,0.01,0.01,0.1,0.1,0.01,0.1,0.1,0.01,0.5011872336272722,0.15813324389218097,0.05011872336272722,1.0,0.1,19.952623149688797,0.05011872336272722,0.19952623149688797,0.039810717055349734,0.251188643150958,0.12589254117941673,0.18624197543451368,0.03716842780924835,0.09915269021602971,0.6323385217616225,0.012050915296634056,0.19952623149688797,0.0449719098161322,1.3080571180793243,0.3078571982738987,1.1697341852865428,0.6309573444801932,0.6309573444801932,0.015848931924611134,0.003981071705534973,0.003981071705534973,0.01,0.01,1.0,0.05011872336272722,0.001,1e-05
109,0.01,0.01,0.1,0.1,0.01,0.1,0.1,0.01,0.5011872336272722,0.09705973358284356,0.05011872336272722,1.0,0.1,19.952623149688797,0.05011872336272722,0.19952623149688797,0.039810717055349734,0.251188643150958,0.12589254117941673,0.43306962144487793,0.021445155610690908,0.19717085489275854,0.4372559983681039,0.4002764785890839,0.19952623149688797,0.057428116610223234,0.5092942422601653,1.8596050770899293,3.385759880375187,0.6309573444801932,0.6309573444801932,0.015848931924611134,0.003981071705534973,0.003981071705534973,0.01,0.01,1.0,0.05011872336272722,0.001,1e-05
110,0.01,0.01,0.1,0.1,0.01,0.1,0.1,0.01,0.5011872336272722,0.028838321013701852,0.05011872336272722,1.0,0.1,19.952623149688797,0.05011872336272722,0.19952623149688797,0.039810717055349734,0.251188643150958,0.12589254117941673,0.06368036762985015,0.019734659463099723,0.11934657403531321,0.011335475683488371,0.1559202980886838,0.19952623149688797,0.03158909495673859,5.159923994538834,1.2783667909156509,0.09804979358365867,0.6309573444801932,0.6309573444801932,0.015848931924611134,0.003981071705534973,0.003981071705534973,0.01,0.01,1.0,0.05011872336272722,0.001,1e-05
111,0.01,0.01,0.1,0.1,0.01,0.1,0.1,0.01,0.5011872336272722,0.14040550816277864,0.05011872336272722,1.0,0.1,19.952623149688797,0.05011872336272722,0.19952623149688797,0.039810717055349734,0.251188643150958,0.12589254117941673,0.538167505287861,0.3535579472762618,0.019298400980637336,0.04025659589674161,0.07374310798086221,0.19952623149688797,0.05539212291955728,0.45317756011782384,0.1622963671515648,0.1659880089031712,0.6309573444801932,0.6309573444801932,0.015848931924611134,0.003981071705534973,0.003981071705534973,0.01,0.01,1.0,0.05011872336272722,0.001,1e-05
112,0.01,0.01,0.1,0.1,0.01,0.1,0.1,0.01,0.5011872336272722,0.2687485854111344,0.05011872336272722,1.0,0.1,19.952623149688797,0.05011872336272722,0.19952623149688797,0.039810717055349734,0.251188643150958,0.12589254117941673,0.03543147669878655,0.013678290780999577,0.3138122428641519,0.02095344074918235,0.10909158715736095,0.19952623149688797,0.1667235447672946,0.23729827132930545,0.09027190777618636,0.09425535173264254,0.6309573444801932,0.6309573444801932,0.015848931924611134,0.003981071705534973,0.003981071705534973,0.01,0.01,1.0,0.05011872336272722,0.001,1e-05
113,0.01,0.01,0.1,0.1,0.01,0.1,0.1,0.01,0.5011872336272722,0.03801914206112427,0.05011872336272722,1.0,0.1,19.952623149688797,0.05011872336272722,0.19952623149688797,0.039810717055349734,0.251188643150958,0.12589254117941673,0.049635719700860316,0.42199853402552384,0.31887406901426124,0.07019414561758754,0.2458819759053981,0.19952623149688797,0.9957611187053945,0.6935673283862298,1.1855890031619905,2.992907838500093,0.6309573444801932,0.6309573444801932,0.015848931924611134,0.003981071705534973,0.003981071705534973,0.01,0.01,1.0,0.05011872336272722,0.001,1e-05
114,0.01,0.01,0.1,0.1,0.01,0.1,0.1,0.01,0.5011872336272722,0.8444747123335578,0.05011872336272722,1.0,0.1,19.952623149688797,0.05011872336272722,0.19952623149688797,0.039810717055349734,0.251188643150958,0.12589254117941673,0.17459627354875507,0.014204562954986838,0.015727928265767573,0.05355431173660427,0.1401889610827023,0.19952623149688797,0.44978473998810414,0.7459592040007701,1.647593782896781,0.4901548858242873,0.6309573444801932,0.6309573444801932,0.015848931924611134,0.003981071705534973,0.003981071705534973,0.01,0.01,1.0,0.05011872336272722,0.001,1e-05
115,0.01,0.01,0.1,0.1,0.01,0.1,0.1,0.01,0.5011872336272722,0.021253201767294453,0.05011872336272722,1.0,0.1,19.952623149688797,0.05011872336272722,0.19952623149688797,0.039810717055349734,0.251188643150958,0.12589254117941673,0.045108120649732845,0.6150373699042532,0.055413504765551486,0.011066184967517479,0.03074184482671812,0.19952623149688797,0.17856188896974975,0.3157809288926976,0.17884785048961643,0.7479363488433288,0.6309573444801932,0.6309573444801932,0.015848931924611134,0.003981071705534973,0.003981071705534973,0.01,0.01,1.0,0.05011872336272722,0.001,1e-05
116,0.01,0.01,0.1,0.1,0.01,0.1,0.1,0.01,0.5011872336272722,0.19048494050263695,0.05011872336272722,1.0,0.1,19.952623149688797,0.05011872336272722,0.19952623149688797,0.039810717055349734,0.251188643150958,0.12589254117941673,0.01662352804713128,0.09991460497785502,0.043321899520307613,0.0354686152226599,0.025151089120648194,0.19952623149688797,0.3256173230380115,0.06719361344520568,0.5564049302447355,2.7003032869108816,0.6309573444801932,0.6309573444801932,0.015848931924611134,0.003981071705534973,0.003981071705534973,0.01,0.01,1.0,0.05011872336272722,0.001,1e-05
117,0.01,0.01,0.1,0.1,0.01,0.1,0.1,0.01,0.5011872336272722,0.03269053844770693,0.05011872336272722,1.0,0.1,19.952623149688797,0.05011872336272722,0.19952623149688797,0.039810717055349734,0.251188643150958,0.12589254117941673,0.06239118627009207,0.013401903381111328,0.4863738222387561,0.443127173428909,0.015452506539176281,0.19952623149688797,0.2619034874583019,2.944358476353454,2.472001954395727,0.073448559992953,0.6309573444801932,0.6309573444801932,0.015848931924611134,0.003981071705534973,0.003981071705534973,0.01,0.01,1.0,0.05011872336272722,0.001,1e-05
118,0.01,0.01,0.1,0.1,0.01,0.1,0.1,0.01,0.5011872336272722,0.01999834409972332,0.05011872336272722,1.0,0.1,19.952623149688797,0.05011872336272722,0.19952623149688797,0.039810717055349734,0.251188643150958,0.12589254117941673,0.07369722835213373,0.05264848041132939,0.07649905505165693,0.012706865884958849,0.5925262150156397,0.19952623149688797,0.960297887541702,1.3908965648758422,6.13090178044771,0.5537307147532211,0.6309573444801932,0.6309573444801932,0.015848931924611134,0.003981071705534973,0.003981071705534973,0.01,0.01,1.0,0.05011872336272722,0.001,1e-05
119,0.01,0.01,0.1,0.1,0.01,0.1,0.1,0.01,0.5011872336272722,0.05891217839985716,0.05011872336272722,1.0,0.1,19.952623149688797,0.05011872336272722,0.19952623149688797,0.039810717055349734,0.251188643150958,0.12589254117941673,0.014819845145713807,0.17908577862651945,0.0649381127979687,0.5264725163675796,0.07784501331892411,0.19952623149688797,0.5586204216881749,0.5808949720101709,0.32993495342532325,0.1805130333442517,0.6309573444801932,0.6309573444801932,0.015848931924611134,0.003981071705534973,0.003981071705534973,0.01,0.01,1.0,0.05011872336272722,0.001,1e-05
120,0.01,0.01,0.1,0.1,0.01,0.1,0.1,0.01,0.5011872336272722,0.18609483405603305,0.05011872336272722,1.0,0.1,19.952623149688797,0.05011872336272722,0.19952623149688797,0.039810717055349734,0.251188643150958,0.12589254117941673,0.11454054926262437,0.02596123662836028,0.024026240074100723,0.07763458426638392,0.28301024899960575,0.19952623149688797,0.2639938235732614,0.10596388408954102,0.12072476395488173,1.4584572004546037,0.6309573444801932,0.6309573444801932,0.015848931924611134,0.003981071705534973,0.003981071705534973,0.01,0.01,1.0,0.05011872336272722,0.001,1e-05
121,0.01,0.01,0.1,0.1,0.01,0.1,0.1,0.01,0.5011872336272722,0.025407875853357992,0.05011872336272722,1.0,0.1,19.952623149688797,0.05011872336272722,0.19952623149688797,0.039810717055349734,0.251188643150958,0.12589254117941673,0.4756564502454634,0.654237875837181,0.4185574801540503,0.20594138040628254,0.16214827249347222,0.19952623149688797,0.09093707930441836,1.0434184747772253,0.2562675129078993,1.1140821423117826,0.6309573444801932,0.6309573444801932,0.015848931924611134,0.003981071705534973,0.003981071705534973,0.01,0.01,1.0,0.05011872336272722,0.001,1e-05
122,0.01,0.01,0.1,0.1,0.01,0.1,0.1,0.01,0.5011872336272722,0.05011823061208537,0.05011872336272722,1.0,0.1,19.952623149688797,0.05011872336272722,0.19952623149688797,0.039810717055349734,0.251188643150958,0.12589254117941673,0.061412649196661374,0.03189789713804318,0.05063163524839545,0.4112402674996179,0.01433636152308589,0.19952623149688797,0.4427108606002504,1.9472191722149466,0.8149873943750334,3.6924290456955036,0.6309573444801932,0.6309573444801932,0.015848931924611134,0.003981071705534973,0.003981071705534973,0.01,0.01,1.0,0.05011872336272722,0.001,1e-05
123,0.01,0.01,0.1,0.1,0.01,0.1,0.1,0.01,0.5011872336272722,0.22446016968821045,0.05011872336272722,1.0,0.1,19.952623149688797,0.05011872336272722,0.19952623149688797,0.039810717055349734,0.251188643150958,0.12589254117941673,0.02987414240023288,0.06018125385930391,0.09532746714713568,0.19156186821362733,0.02374670581918151,0.19952623149688797,0.1483105547482087,0.27879301718354876,2.948878741899196,1.8842721571562395,0.6309573444801932,0.6309573444801932,0.015848931924611134,0.003981071705534973,0.003981071705534973,0.01,0.01,1.0,0.05011872336272722,0.001,1e-05
124,0.01,0.01,0.1,0.1,0.01,0.1,0.1,0.01,0.5011872336272722,0.02170495413461699,0.05011872336272722,1.0,0.1,19.952623149688797,0.05011872336272722,0.19952623149688797,0.039810717055349734,0.251188643150958,0.12589254117941673,0.6736689614663672,0.023135630179279238,0.04859112624476178,0.0618270377044151,0.16555441663781287,0.19952623149688797,0.05315670586120246,0.08390327603706539,1.2210077237719539,0.1594301745231015,0.6309573444801932,0.6309573444801932,0.015848931924611134,0.003981071705534973,0.003981071705534973,0.01,0.01,1.0,0.05011872336272722,0.001,1e-05
125,0.01,0.01,0.1,0.1,0.01,0.1,0.1,0.01,0.5011872336272722,0.014308716392137908,0.05011872336272722,1.0,0.1,19.952623149688797,0.05011872336272722,0.19952623149688797,0.039810717055349734,0.251188643150958,0.12589254117941673,0.0783241621595731,0.7656200375982195,0.05695589677474249,0.6929801019416257,0.03408713265435264,0.19952623149688797,0.04539237579820856,0.3058593230452701,2.352720779150335,3.1587272289741564,0.6309573444801932,0.6309573444801932,0.015848931924611134,0.003981071705534973,0.003981071705534973,0.01,0.01,1.0,0.05011872336272722,0.001,1e-05
126,0.01,0.01,0.1,0.1,0.01,0.1,0.1,0.01,0.5011872336272722,0.01270057254753388,0.05011872336272722,1.0,0.1,19.952623149688797,0.05011872336272722,0.19952623149688797,0.039810717055349734,0.251188643150958,0.12589254117941673,0.17947561154099126,0.016983426329454664,0.9970208794329263,0.050128587036758085,0.40623303375364234,0.19952623149688797,0.13909727924130205,0.26073865324890855,3.2688496076989657,0.6049124961578015,0.6309573444801932,0.6309573444801932,0.015848931924611134,0.003981071705534973,0.003981071705534973,0.01,0.01,1.0,0.05011872336272722,0.001,1e-05
127,0.01,0.01,0.1,0.1,0.01,0.1,0.1,0.01,0.5011872336272722,0.05650884895071361,0.05011872336272722,1.0,0.1,19.952623149688797,0.05011872336272722,0.19952623149688797,0.039810717055349734,0.251188643150958,0.12589254117941673,0.2016208408315112,0.04546138633810689,0.21797661291408527,0.015833862384869304,0.37559141550122077,0.19952623149688797,0.020287436183397192,0.6048685292969992,0.22206344375238304,0.8779864016506904,0.6309573444801932,0.6309573444801932,0.015848931924611134,0.003981071705534973,0.003981071705534973,0.01,0.01,1.0,0.05011872336272722,0.001,1e-05
128,0.01,0.01,0.1,0.1,0.01,0.1,0.1,0.01,0.5011872336272722,0.14406726410809675,0.05011872336272722,1.0,0.1,19.952623149688797,0.05011872336272722,0.19952623149688797,0.039810717055349734,0.251188643150958,0.12589254117941673,0.050372767752097224,0.05172830680089665,0.4900878366156224,0.042725086451562255,0.009644259367006596,0.19952623149688797,0.07218285112082823,2.5672455117923936,0.1846568073486891,0.2781588757930063,0.6309573444801932,0.6309573444801932,0.015848931924611134,0.003981071705534973,0.003981071705534973,0.01,0.01,1.0,0.05011872336272722,0.001,1e-05
129,0.01,0.01,0.1,0.1,0.01,0.1,0.1,0.01,0.5011872336272722,0.2571299872896555,0.05011872336272722,1.0,0.1,19.952623149688797,0.05011872336272722,0.19952623149688797,0.039810717055349734,0.251188643150958,0.12589254117941673,0.013967141880133779,0.09004168490791067,0.13733537063606882,0.10552023493455752,0.08365379135920963,0.19952623149688797,0.08310390680638968,4.905882449566248,2.2980791704457695,0.7221328087144697,0.6309573444801932,0.6309573444801932,0.015848931924611134,0.003981071705534973,0.003981071705534973,0.01,0.01,1.0,0.05011872336272722,0.001,1e-05
130,0.01,0.01,0.1,0.1,0.01,0.1,0.1,0.01,0.5011872336272722,0.24162498724436937,0.05011872336272722,1.0,0.1,19.952623149688797,0.05011872336272722,0.19952623149688797,0.039810717055349734,0.251188643150958,0.12589254117941673,0.02206935781535948,0.16604198644954318,0.16633277834391128,0.011623159817647697,0.22299235832413303,0.19952623149688797,0.7972791776638976,0.06352875005359099,5.318011967957208,0.37041864647201544,0.6309573444801932,0.6309573444801932,0.015848931924611134,0.003981071705534973,0.003981071705534973,0.01,0.01,1.0,0.05011872336272722,0.001,1e-05
131,0.01,0.01,0.1,0.1,0.01,0.1,0.1,0.01,0.5011872336272722,0.032993627057854594,0.05011872336272722,1.0,0.1,19.952623149688797,0.05011872336272722,0.19952623149688797,0.039810717055349734,0.251188643150958,0.12589254117941673,0.5929610410955818,0.21706580773232023,0.11007383303147064,0.025345091897632944,0.010405868294069679,0.19952623149688797,0.3145931977725578,1.674871624283752,2.730891202587322,0.08391620437585669,0.6309573444801932,0.6309573444801932,0.015848931924611134,0.003981071705534973,0.003981071705534973,0.01,0.01,1.0,0.05011872336272722,0.001,1e-05
132,0.01,0.01,0.1,0.1,0.01,0.1,0.1,0.01,0.5011872336272722,0.20990091418191853,0.05011872336272722,1.0,0.1,19.952623149688797,0.05011872336272722,0.19952623149688797,0.039810717055349734,0.251188643150958,0.12589254117941673,0.0961432132590331,0.8305344411094517,0.022489412356604795,0.9413252067545909,0.008800046064860054,0.19952623149688797,0.07421774548756396,1.1294146092736776,0.5177701034524943,0.3425130599758627,0.6309573444801932,0.6309573444801932,0.015848931924611134,0.003981071705534973,0.003981071705534973,0.01,0.01,1.0,0.05011872336272722,0.001,1e-05
133,0.01,0.01,0.1,0.1,0.01,0.1,0.1,0.01,0.5011872336272722,0.43742174460712113,0.05011872336272722,1.0,0.1,19.952623149688797,0.05011872336272722,0.19952623149688797,0.039810717055349734,0.251188643150958,0.12589254117941673,0.7252494536371666,0.02368656826590388,0.02843505340829804,0.37464756064457727,0.09132242419474439,0.19952623149688797,0.19375350285605084,0.832028755715902,0.2666942412799937,0.21093355897678004,0.6309573444801932,0.6309573444801932,0.015848931924611134,0.003981071705534973,0.003981071705534973,0.01,0.01,1.0,0.05011872336272722,0.001,1e-05
134,0.01,0.01,0.1,0.1,0.01,0.1,0.1,0.01,0.5011872336272722,0.01444094371669765,0.05011872336272722,1.0,0.1,19.952623149688797,0.05011872336272722,0.19952623149688797,0.039810717055349734,0.251188643150958,0.12589254117941673,0.8919274352793435,0.04781084326760339,0.25007653647242406,0.05230221269865382,0.013476315015590013,0.19952623149688797,0.7350215672016743,0.2842774618870337,1.4748781727520859,0.5297505579731838,0.6309573444801932,0.6309573444801932,0.015848931924611134,0.003981071705534973,0.003981071705534973,0.01,0.01,1.0,0.05011872336272722,0.001,1e-05
135,0.01,0.01,0.1,0.1,0.01,0.1,0.1,0.01,0.5011872336272722,0.36713094972591986,0.05011872336272722,1.0,0.1,19.952623149688797,0.05011872336272722,0.19952623149688797,0.039810717055349734,0.251188643150958,0.12589254117941673,0.021738996515007044,0.02531316401948708,0.3039921797555364,0.22394702482480913,0.03341212662156319,0.19952623149688797,0.013993236371435635,6.291943491422939,0.11082790724623834,0.6258967017366017,0.6309573444801932,0.6309573444801932,0.015848931924611134,0.003981071705534973,0.003981071705534973,0.01,0.01,1.0,0.05011872336272722,0.001,1e-05
136,0.01,0.01,0.1,0.1,0.01,0.1,0.1,0.01,0.5011872336272722,0.41431120322006715,0.05011872336272722,1.0,0.1,19.952623149688797,0.05011872336272722,0.19952623149688797,0.039810717055349734,0.251188643150958,0.12589254117941673,0.01973540770806388,0.08139981834236061,0.2002281528374354,0.012230423778058476,0.02766374651176098,0.19952623149688797,0.6778641941328933,0.3979601812211614,0.8521049024712505,0.38561426487536876,0.6309573444801932,0.6309573444801932,0.015848931924611134,0.003981071705534973,0.003981071705534973,0.01,0.01,1.0,0.05011872336272722,0.001,1e-05
137,0.01,0.01,0.1,0.1,0.01,0.1,0.1,0.01,0.5011872336272722,0.06540527249810174,0.05011872336272722,1.0,0.1,19.952623149688797,0.05011872336272722,0.19952623149688797,0.039810717055349734,0.251188643150958,0.12589254117941673,0.18943623876644206,0.15075922475214912,0.03121619922374901,0.0982911380814798,0.15124361835372474,0.19952623149688797,0.049818806857478116,0.2759078910361899,1.047636740835982,0.10473753088839512,0.6309573444801932,0.6309573444801932,0.015848931924611134,0.003981071705534973,0.003981071705534973,0.01,0.01,1.0,0.05011872336272722,0.001,1e-05
